000497;CARS MATERNATIONAL;CONDUCCIÓN;5;
000498;THE SIMPSON THE MOVIE;ACCIÓN;2;
000499;POWER RANGERS SUPER LEGENDS;INFANTILES;3;
000500;GUITAR HERO 3;ARCADE;7;
000501;GUITAR HERO 1;ARCADE;1;
000502;JACKASS THE GAME;ACCIÓN;16;
000503;MEDAL OF HONOR RISING SUN (VOCES EN ESP.);ACCIÓN;4;
000504;NARUTO SHAPPUDER ACC2;ACCIÓN;5;
000505;RURON KENSHIN ENJOO RYO;ACCIÓN;8;
000506;THE SIMPSON THE GAME ESPAÑOL;ACCIÓN;5;
000507;VICE CITY STORIES GTA 4 EN ESPAÑOL;ACCIÓN;11;
000508;SMACK DOW VS RAW 2008;ARCADE;8;
000509;CRAHS LUCHA DE TITANES ESPAÑOL;INFANTILES;8;
000510;TAITO MEMORIES 2 GEKAN;ROL;6;
000511;ATELIER IRIS 3;ACCIÓN;3;
000512;ROAD TO THE INFINITY 3;ROL;3;
000513;SLY RACCOON;ACCIÓN;10;
000514;DT RACER ;CONDUCCIÓN;7;
000515;DAWN OF MANIA;ACCIÓN;6;
000516;METAL SAGA;ARCADE;8;
000517;MAI KINOTO HIME;ROL;6;
000518;CSI CRIME SCENE INVESTIGATION ;ACCIÓN;4;
000519;BACKYARD SPORTS;DEPORTIVO;7;
000520;OPERATION AIR ASAULT;ACCIÓN;6;
000521;DRAGON BALL Z PLUS;ARCADE;13;
000522;STAR TRECK CONQUEST;ARCADE;6;
000523;INTO THE GROOVE;ROL;5;
000524;MAXIMO VS ARMY OF ZIN ;ACCIÓN;5;
000525;COLOSSEUM ROAD TO FREEDOM;ACCIÓN;4;
000526;THE KING OF FIGTHERS 10 EN 1 ;ARCADE;7;
000527;WARRIORS OROCHI;ACCIÓN;5;
000528;COCOTO RACERS;CONDUCCIÓN;9;
000529;BATMAN RISE OF TZU;INFANTILES;4;
000530;MONSTER JAM;CONDUCCIÓN;8;
000531;MONSTER HUNTER;ACCIÓN;7;
000532;RALLY FUSION;CONDUCCIÓN;14;
000533;MX VS ATV UNTAMED;CONDUCCIÓN;10;
000534;HUGO BUKKAZOOM;INFANTILES;4;
000535;HUGO CANNON CRUISE;INFANTILES;8;
000536;ALVIN AND THE CHIPMUNK;INFANTILES;2;
000537;TEST DRIVE EVE OF DESTRUCTION;CONDUCCIÓN;3;
000538;KINGS FIELD THE ANCIENT CITY;ACCIÓN;2;
000539;HAWK KAWASAKI RACING;CONDUCCIÓN;5;
000540;AIRBLADE;DEPORTIVO;9;
000541;GALACTIG WRESTLING ULTIMATE MUSCLE;ARCADE;9;
000542;FR FIRE PRO WRESTLING RETURNS;ARCADE;5;
000543;RUGRATS RESCATE REAL;INFANTILES;12;
000544;MASTERS OF THE UNIVERSE HE MAN;ACCIÓN;4;
000545;THIGUER MAN;ACCIÓN;1;
000546;KING ARTHUR;ACCIÓN;6;
000547;GUN CLUB;ACCIÓN;6;
000548;NBA 008 THE LIFE V 3;DEPORTIVO;0;
000549;MAFIA;ACCIÓN;10;
000550;CHAMPIONS NORRATH;ACCIÓN;7;
000551;ASTERIX Y OBELIX KICK BUTTIX;INFANTILES;9;
000552;SSX3 SURF HIELO;DEPORTIVO;6;
000553;RED FACTION 2;ACCIÓN;7;
000554;BATTLESTAR GALACTICA;SIMULADOR;7;
000555;BIKE STREET VERT DIRT;DEPORTIVO;6;
000556;SKY ODYSSEY;SIMULADOR;5;
000557;DEMON CHAOS;ACCIÓN;7;
000558;MOUNTAIN BIKE ADRENALINE;CONDUCCIÓN;7;
000559;FROGGER ANCIENT SHADOW;INFANTILES;6;
000560;BEE MOVIE GAME;INFANTILES;4;
000561;FOR VS CHEVY;CONDUCCIÓN;5;
000562;GODZILLA UNLEASHED;ACCIÓN;2;
000563;HUGO AGENT ROBORUMBLE;INFANTILES;5;
000564;SPONGEBOB ATLANTIS SQUAREPANTS;INFANTILES;4;
000565;BEYOND GOOD Y EVIL;ACCIÓN;9;
000566;PHANTASY STAR UNIVERSE;ACCIÓN;8;
000567;PUMP IT UP EXEED;ROL;7;
000568;STAR WARS LEGO;INFANTILES;11;
000569;THE GOLDEN COMPASS;ACCIÓN;9;
000570;TAZ WANTED;INFANTILES;11;
000571;THE HUSTLE DETROIT STREETS;ROL;9;
000572;HSX HYPERSONIC XTREME;SIMULADOR;2;
000573;BROTHERS IN ARMS ROAD TO HILL 30;ACCIÓN;2;
000574;BROTHERS IN ARMS EARNED IN BLOOD;ACCIÓN;3;
000575;CRUSH HOUR;CONDUCCIÓN;9;
000576;RYGAR THE LEGENDARY ADVENTURE;ACCIÓN;4;
000577;HITMAN 2 SILENT ASSAING;ACCIÓN;3;
000578;RAPAPPATHERAPPER 2;INFANTILES;3;
000579;SILENT HILL 2 ESP.;ACCIÓN;7;
000580;SONIC HEROES;INFANTILES;0;
000581;TONY HAWS PROVING GROUND;DEPORTIVO;3;
000582;STAR WARS SUPER BOBAD RACING;INFANTILES;6;
000583;ASSAULT SUITS CALKEN ;INFANTILES;4;
000584;WRESTLING KINDOW;ARCADE;4;
000585;THE RED STAR;ACCIÓN;4;
000586;PADRINOS MAGICOS SHADOW SHOWW;INFANTILES;4;
000587;ROMANCE XI;ACCIÓN;5;
000588;TOCA RACE DRIVER 3;CONDUCCIÓN;6;
000589;SONIC RIDERS ZERO GRAVITY;INFANTILES;7;
000590;SILENT HILL 4 THE ROOM;ACCIÓN;6;
000591;RED DEAD;;4;
000592;RICHARD BURNS;;5;
000593;COLIN MCRE 04;;3;
000594;MATRIX PAT OF NEO;;1;
000595;GREAT BATLES ROME;;10;
000596;WINNING ELEVENG 2008 INGLES;;6;
000597;WINNING ELEVENG 13 ESPAÑOL;;2;
000598;WINNING ELEENG APERTURA 2007 ARG. FOX SPORT;;1;
000599;ALIEN VS PREDADOR ;;0;
000600;CHARLY Y LA FABRICA DEL CHOCOLATE;;10;
000601;MX UNLASHED;;10;
000602;HULK;;0;
000603;SAMURAI SHAMPOLO;;4;
000604;YU GI OH! GX;;3;
000605;NOBUNAGAS AMBITIONS;;3;
000606;MOTOTRAX;;4;
000607;AUTO MODELISTA;;6;
000608;BRUNSWICK;;3;
000609;PUZLE QUEST;;2;
000610;SILEN HILL ORIGENS;;1;
000611;SPIDERWICK CHRONICLES;;0;
000612;OUTAW VOLLEBALL;;4;
000613;THE GETAWAY ESP;;11;
000614;BOB SPONJA FONDO BIKYNI;;4;
000615;COMFLICT GLOBAL TERROR;;4;
000616;WIPEOUT FUSION;;10;
000617;WAKKY RACES;CONDUCCIÓN;8;
000618;CALL OF DUTY 2;AVENTURA;5;
000619;THE SPIDERWIHS;AVENTURA;0;
000620;FIST OR TWIST;AVENTURA;4;
000621;SMACK -TENIS;DEPORTIVO;9;
000622;KNIGTH TEMPLE 3;AVENTURA;7;
000623;NICKTOONS ATTACK OF THE TOYBOTS (ESP.);AVENTURA;7;
000624;JUMPER;AVENTURA;3;
000625;BEN 10 PROTECTOR;AVENTURA;6;
000626;ONE PIECE GRAND;;6;
000627;SPLASH DOWN;;8;
000628;THE MUMMY;;5;
000629;TORRENTE 3 EL PROTECTOR;;5;
000630;HITMAN BLOOD MONEY ESP.;;4;
000631;DISNEY PRINCESS;;8;
000632;PETS HORSEZ 2;AVENTURA;3;
000633;RAIDEN 3;;4;
000634;PROJECT SNOWBLIND;;5;
000635;COOL FEAR;;5;
000636;CABELAS TROOPY BUCKS;;2;
000637;METROPOLISMANIA 2;;2;
000638;KIN POSSIBLE;;6;
000639;SUZUKI SUPER BIKES 2;CONDUCCIÓN;5;
000640;LA CASA DE LOS SUSTOS;;7;
000641;EL SEÑOS DE LOS ANILLOS LA TERCERA EDAD;;4;
000642;SUPERMAN SHADOW OF APOKOLIPS;;10;
000643;NCAA 08 FOOTBALL;;2;
000644;STREET FIGTHER 2 COLLEC. ANIVERSARY;;2;
000645;AVATAR;;7;
000646;JAK AND DAXTER;;0;
000647;METAL GEAR SOLID 2 SUBTANCE;;5;
000648;QUAKE 3 TEAM ARENA;;0;
000649;DONKEY XOTE;;7;
000650;MASHED;N;5;
000651;KID MUSCULO;;5;
000652;BLOOD OMEN 2;;5;
000653;BIKER MICE MARS;;6;
000654;NARUTO 4;;5;
000655;ED. EDD N EDDY THE MIS EDVENTURES;;9;
000656;UFC THRIWDOWN;;1;
000657;NHL 08;;3;
000658;BRITNEY.S;;5;
000659;PACIFIC WARRIORS 2;;8;
000660;MYTH MARKERS SUPER KART GP;;8;
000661;DRIVER 3;;5;
000662;GRAND TURISMO 3;;8;
000663;RESIDENT EVIL DEAD AIM;;1;
000664;CHARLOTTES WED;;4;
000665;GHOST RECON JUNGLE STORM;;10;
000666;UNDERWORLD  THE ENERNAL WAR;;4;
000667;AIRBONE TROOPS COUNTDOWN TO D DAY;;6;
000668;FINAL ARMADA;;4;
000669;SPLINTER CELL PANDORA TOMORROW;;8;
000670;MIAMI VICE;;4;
000671;NEED FOR SPEED UNDERGROUND;;6;
000672;HARRY POTTER Y LA PIEDRA FILOSOFAL;;8;
000673;JAK X;;5;
000674;RATCHET GLADIADOR;;5;
000675;THE SCORPION KING;;4;
000676;SHELLSHOCK NAM 67 DVD;;5;
000677;HARRY POTTER Y CALIZ DEL FUEGO;;5;
000678;COLIN MCRE 03;;11;
000679;SPLINTER CELL CHAOS THEORY;;4;
000680;HARRY  POTTER Y EL PRISIONERO DE AZCABAN;;8;
000681;TIGER WOODS PGA TOUR 07;;0;
000682;HALF LIFE;;10;
000683;THE FLINTONES BEDROCK RACING;;5;
000684;BEAT DOWN PUÑOS DE VENGANZA;;4;
000685;STAR WARS THE CLONE WARS;;5;
000686;KILL SWITCH;;4;
000687;TENCHU FATAL SHADOWS (ESP.);;4;
000688;WINTER SPORTS THE ULTIMATE CHALLENGE;;4;
000689;FLOW URBAN DANCE UPRISING;;5;
000690;PAC MAN WORLD 2;;7;
000691;CONSTANTINE ;;8;
000692;AQUA TEEN HUNGER FORCE ZOMBIE;;10;
000693;POP CAP HITS! VOL 1 (BEJEWLED 2 Y ASTRO POP);;11;
000694;HIGH SCHOOL MUSICAL;;0;
000695;METROPOLISMANIA ;;4;
000696;RIDGE RACER V;;3;
000697;CHAMPIONS HORRATH;;9;
000698;DANCE DANCE REVOLUTION;;5;
000699;OBSCURE THE A ETERMATH;;7;
000700;NARUTO COLLECTION;;7;
000701;SONIC MEGA COLLECTION PLUS;;6;
000702;ESCAPE FROM MONKEY ISLAND;;4;
000703;FAHRENHENT;;7;
000704;YU YU HAKUSHO FOREVER;;5;
000705;FIRE HEROES;;3;
000706;COMMANDOS 2;;4;
000707;ZOIDS THE HIGH SPEED BATLE;;6;
000708;SWASHBUCKLERS;;5;
000709;THE HAUNTED MANSION;;11;
000710;HORSEZ EL VALLE DEL RANCHO;;7;
000711;POLICE CHASEDOWN;;3;
000712;ROBOCOP;;4;
000713;EOE EVE OF EXTINCION;;4;
000714;GNEO GEO BATTLECOLISUME;;5;
000715;ARCANA HEART;;3;
000716;P3F PERSONA 3 FES;;2;
000717;SKYGUNNER;;7;
000718;THE ITALIAN JOB;;3;
000719;7 WONDERS OF THE ANCIEND WORLD;;1;
000720;CONAN;;2;
000721;ROCK BAND;;3;
000722;GRAFFITI KINGDOM;;4;
000723;2 EN 1 (RESIDENT EVIL OUTBREAK - CRIMSON SEA 2);;7;
000724;IMNOCENT LIFE;;3;
000725;MANA KHEMIA;;2;
000726;SPRINT CARS 2;;2;
000727;PAC MAN WORLD RALLY;;8;
000728;MAXIMO ARMYOFZIN;;2;
000729;CAPCOM VS SNK 2;;6;
000730;4 EN 1 CONTRA GRANDIUS GAUNTLET;;9;
000731;THE RUMBLE FISH;;3;
000732;SHINOBI;;2;
000733;SUPER NINTENDO 2;;3;
000734;UNREAL TOURNAMENT ;;5;
000735;ARMY MEN SANGE´S WAR;;7;
000736;SPACE RACE;;5;
000737;EL SEÑOR DE LOS ANILLOS LA COMUNIDAD DEL ANILLO (VOCES EN ESPAÑOL);;3;
000738;RATCHET CLANK SIZE MATTERS;;3;
000739;ROBOTECH INVANCION;;15;
000740;DEVIL MAY CRY ;;3;
000741;ALIEND VS DEPREDADOR - ROBOTECH;;12;
000742;KND KIDS NEXT DOOR OPERATIOM ;;8;
000743;NICKELODEON EL TIGRE;;6;
000744;COCOTO FISHING MASTER;;3;
000745;NARUTO ULTIMATE NINJA 3;;2;
000746;GUITAR HERO 2 TRUE METAL EDITION;;3;
000747;GUITAR HERO 2 HACKEG VERSION;;7;
000748;GITARO MAN;;3;
000749;CHESS MASTER;;8;
000750;THE DOG ISLAND;;9;
000751;TONY HAWKS AMERICAN WASTELAND;;3;
000752;AVATAR THE BURNING EARTH;;6;
000753;TEEN TITANS;;4;
000754;ALONE IN THE DARK;;6;
000755;NBA STREET VOL 2;;7;
000756;AND 1 STREETBALL;;5;
000757;XMEN NEXT DIMENSION;;4;
000758;PATO DONALD CUAC ATTACK?;;6;
000759;SURF S UP;;4;
000760;FUTBOL BRAZILEÑÑO 2007 2008 MARTIS MORENO;;2;
000761;CRAZY TAXI;;6;
000762;SUPER TRUCKS RACING;;0;
000763;RESIDENT EVIL OUTBREAK FILE 2;;3;
000764;GUITAR HERO 2 SHORTYS CUSTOM SONG!!;5;13;
000765;MADDEN NFL 09 ;5;0;
000766;NCAA FOOVALLL 09;5;0;
000767;DEUX EX;5;9;
000768;RAYMAN M;5;10;
000769;SNOOPY THE RED BARON;5;5;
000770;GUITAR HERO 2 PRESS BUTTOM EILDLY;5;9;
000771;MORTAL KOMBAT ULTIMATE;5;6;
000772;SOLDIER OF FORTUNE GOLD EDITION;5;4;
000773;MLB POWER PROS;5;6;
000774;NBA BALLERS;5;5;
000775;ROBOTECH BATTLECRY;5;5;
000776;MAX PAYNE ;5;3;
000777;ESPN 2K5 NBA;5;3;
000778;JUICED  ;5;10;
000779;CYCLONE CIRCUS;5;8;
000780;ATARY ANTHOLOGY;5;7;
000781;NBA STREET V3;5;8;
000782;DINO STALKER;5;3;
000783;SUNSOFT COLLECTION;5;3;
000784;TWIN CALIBER;5;3;
000785;SARGES WAR ARMY MEN;;8;
000786;CASTELVANIA LAMENT OF INOCENCE;;8;
000787;SUMMER ATHETICS;;4;
000788;THE KING OF FIGHTERS 98 ULTIMATE MACH;;0;
000789;ALIEN VS DEPREDATOR EXTINCION DVD;;7;
000790;WOODY WOODPECKER EL PAJARO LOCO;;3;
000791;ARMY MEN AIR ATTACK 2;;3;
000792;CODE LYOKO QUEST FOR INFINITY;;7;
000793;ASTRO BOY;;5;
000794;REING OF FIRE;;7;
000795;SYBERIA;;8;
000796;GONDAM FEDERATION VS ZEON;;9;
000797;GLASS ROSE;;3;
000798;GUN GRAVE OVERDOSE;;2;
000799;ARMY MEN MAJOR MALFUNTION;;6;
000800;LEGEND OF SAYUKI;;6;
000801;THE GUY GAME;;4;
000802;MS SAGA A NEW DAWN;;7;
000803;INDIANA JONES Y LA TUMBA DEL EMPERADOR;;4;
000804;CURIOUS GEORGE;;10;
000805;TONY HAWK S PRO SKATER 4;;5;
000806;WORLD HEROES GORGEUS NEO GEO;;0;
000807;SCAR ALFA ROMEO;;7;
000808;CURSE THE EYE OF ISIS;;5;
000809;HACK PART 3 PUBREACK;;4;
000810;BLOODY ROAR 3;;4;
000811;PRYZM CHAPTER ONE THE DARK INICORN;;6;
000812;ULTIMATE MIND GAMES;;4;
000813;PAC-MAN FEVER;;6;
000814;ACTION MAN ATOM;;5;
000815;SNK VS ARCADE CLASSICS VOL 1;;11;
000816;NHL 2005 EA SPORTS;;1;
000817;SINGSTAR POP HITS;;7;
000818;FIGHTERS MEGAMIX;;4;
000819;WRC EXTREME 2 RALLY;;10;
000820;GRAND THEFT AUTO VI EDITADO;;9;
000821;CITTY SOCCER CHALLENGE;;5;
000822;NANOBREAKER;;5;
000823;SUPER 4 EN 1 CRASH VITUAL TENIS  VIRTUAL FIGHTERS;;7;
000824;CAPCOM FUGHTERS MEGA MIX;;4;
000825;ENTHUSIA PROFESSINAL RACING;;6;
000826;ONE PIECE  PIRATES CARNIVAL;;2;
000827;MORTAL KOMBAT DEADLY ALLIANCE;;8;
000828;WALL.E DYNEY PIXAR;;3;
000829;THE SIMSONS SKATEBOARDING PATINETA DVD;;6;
000830;THE KING OF FIGHTERS 2002;;4;
000831;DOCTOR WHO;;0;
000832;LEGO RACER 2;;5;
000833;LUXOR PHARAOHS CHALLEGE;;7;
000834;DYNASTY WARRIOR 5 EMPIRES;;8;
000835;LA LEYENDA DEL TIGRE Y DRAGON;;3;
000836;JURASSIC PARL OPERATION;;3;
000837;SUPER BIKE SBK 08;MOTOS;6;
000838;HARVEY VIRDMAN;;0;
000839;SEGA GENESIS EMLATOR ;PELEAS;0;
000840;ALIAS AKLAM ;;5;
000841;ULTRAMAN 2;;6;
000842;PRINCE PERSIA TRILOGY 1,2,3;;4;
000843;PIMBALL HALL OF FAME;;2;
000844;JACKIE CHAN ADVENTURES;;5;
000845;ALONE IN THE DARK 2;;8;
000846;BMX XXX;DEPORTES;10;
000847;KATAMARI;;0;
000848;SEGA SUPER STAR;TENIS;0;
000849;DEFENDER;AVIONES;9;
000850;MINITORY REPORT EVER;ACCION;2;
000851;PRO BEACH SOCCER;;3;
000852;BARROQUE;;2;
000853;LEGO INDIANA JONES;;14;
000854;IROMAN;;12;
000855;THE INCREIBLE HULK 2;;9;
000856;EURO 2008;;5;
000857;ROCK BAND ORIGINAL FUNCK 100%;;4;
000858;HD LOADER DVD;;0;
000859;MORTAL KOMBAT SO REAL IT HURTS;;13;
000860;TRIBES AERIAL ASSAILT;;0;
000861;CABELAS MONSTER BASS;;7;
000862;PETZ CATS 2;;3;
000863;CAPCOM CLASSIC COLLECTION VOL 1;;2;
000864;KAO ROUND 2 THE KANGAROO;;4;
000865;DRAKENGARD;;4;
000866;CRAZY FROG RACER 2;;6;
000867;AERO ELITE COMBAT ACADEMY;;1;
000868;THE MUMMY JOMDRAGON EMPEROR;;3;
000869;COLLECCION 6 EN  1 TONY HANS 3 RALLY FUSION BLADE 2 MEDAL OF HONOR VANGUAR MORTAL KPMBAR;;8;
000870;KUNG FU PANDA;;11;
000871;DRAGON BALL Z AF;;8;
000872;GRAND THEFT AUTO SAN ANDREAS 2 RIO DE JANEIRO;;14;
000873;NBA STREET VOL 2;;3;
000874;NASCAR 2009;;4;
000875;CONAN EL NIÑO DEL FUTURO;;4;
000876;NARUTO COLLECION;;0;
000877;DANCE DANCE REVOLUTION SUPER NOVA 2;MUSICA;7;
000878;FUN KART 2008 CRAZY CHICKEN;;3;
000879;FLUSHED AWAY AARDAMAM;;4;
000880;DKZ EDIT PES 2008;DEPORTES;2;
000881;LEGO BATMAN ;DEPORTES;0;
000882;NARINIA PRINCE CASPIAN;ACCION;8;
000883;STOCK CAR SPEEDWAY;CONDUCCIÓN;5;
000884;BATLE FOR PACIFIC HISTORY CHANEL;;9;
000885;GUITAR HERO AEROSMIT;;5;
000886;GUITAR HERO 2 MONTERS OF ROCK;;8;
000887;RACING ITALIANO;;0;
000888;SPACE CHIMPS;;5;
000889;DURO DE MATAR;;4;
000890;DRAGON BALL Z TENKAICHI 3 EN INGLES;PELEAS;6;
000891;STAR WAR  THE FORCE UNLEASHED PAL;;7;
000892;MERCENARIOS 2;;3;
000893;PRO EVOLUTION SOCCER 6 CLAUSURA 08 1A 1B ARGENTINA;;2;
000894;DIEGO GO GO SAFARY;;10;
000895;MEGAMAN COLLECION;;5;
000896;7 SINS;;4;
000897;THE TING;;5;
000898;LEGENDS MARADONA PELE;;8;
000899;THE SIMS CASTAWAY;;7;
000900;BLACK HAWK DOWN;;3;
000901;BLACK HAWK DOWN THEAM SABRE;;6;
000902;OUTLAW GOLF 2;;4;
000903;SENGOKU BASARA ;;0;
000904;WINING ELEVENG CLAUSURA 08 + OPTION FILE;;0;
000905;FIFA 09 NTSC;;2;
000906;CRASH MIND OVER MUTANT;;9;
000907;TNA IMPACT;;8;
000908;FIFA 09 PAL;;3;
000909;PRO EVOLUTION SOCCER 09;;0;
000910;STAR WARS UNLEASHED NTSC;;5;
000911;SMACK DOWN VS RAW 2009 ;;0;
000912;NEED FOR SPEED UNDERCOVER;;3;
000913;CALL OF DUTY WOLRD AND WAR;;2;
000914;SECRET SEVICE;;4;
000915;MADAGASCAR 2 REGRESO A AFRICA;;4;
000916;QUANTUM OF SOLACE 7 BOMY JON;;3;
000917;JIMMY NEUTRON ATTACK OF THE TWO KIES;INFANTILES;4;
000918;DISNEY GOLF GUFFY;;6;
000919;FLIPNIC ULTIMATE PIMBAL;;6;
000920;KILLER 7;;4;
000921;TAK GUARDIANS GROSS;;4;
000922;ZONE OF THE ENDERS THE 2DS RUNNER;;2;
000923;BAJA 1000;CONDUCCIÓN;5;
000924;BEACH BOLLEBALL ;;5;
000925;FALLOUT BROTHERHOOD OF STEEL;;1;
000926;GUITAR HERO 1 ROCK BAND 2   EDIT;;3;
000927;POP CAP HITS! VOL 2 (ZUMA, HEAVY WEAPON);;0;
000928;GUITAR HERO METALLICA;;4;
000929;SHADOW  MAN 2;;0;
000930;CATWO MAN;;0;
000931;WORLD POKER 2008;;5;
000932;GUITAR HERO IPOX 4;;3;
000933;SWAT SIEGE;;2;
000934;REBEL RAIDERS OPERATION NIGTH;;8;
000935;ROMANCING SAGA;;9;
000936;SCALER;;8;
000937;WOMEN S VOLLEBALL CHAMPIONCHIP;;5;
000938;DANCE DANCE REVOLUTION X;;5;
000939;NHL 2K9 SPORTS;;1;
000940;BULLY CANIS CANEN EDIT 2;;5;
000941;TIGER WOODS PGA TOUR 09;;0;
000942;LEGENDARY ADVENTURES;;6;
000943;CABELAS DANGERIOUS HUNTS 2009;;10;
000944;DRUAGA THE NIGHTMARE OF;;3;
000945;OF ROAD;;1;
000946;APPLESEED EX;;3;
000947;UNA SERIE DE CATASTROFES DESDICHAS DE LEMONY SNICKET;;2;
000948;SEA MONSTERS ;;4;
000949;FERRARRI CHALLENGE PIRELLI;;9;
000950;STELLA DEUS;;3;
000951;SPONGEBOD SQUARENPANTS GLOBS OF DOOM;;5;
000952;MAKEN SHAO DEMOS SWORD;;4;
000953;EL ESPANTATIBURONES;;8;
000954;DYNASTY WARRIOR 6;;5;
000955;LEGO ISLAND XTREME STUNTS;;8;
000956;ONIMUSHA BLADE WARRIOS;;7;
000957;KINETICA;;8;
000958;DARK GLOUD 2;;8;
000959;GUITAR GOD;;5;
000960;MORTAL KOMBAT ANTOLOGY;;4;
000961;HEROES OF MIGHT AND MAGIC;;9;
000962;CASPER SPIRIT DIMENSIONS;;10;
000963;MYSTIC HEROES 2;;2;
000964;STAR WARS BOUNTY HUNTER;;3;
000965;A.C.E.THE FINAL 3;;8;
000966;SINGSTAR BOY BANDS GIRL BANDS;;4;
000967;ANUBIS;;7;
000968;GLADIUS;;8;
000969;KESSEN 3;;9;
000970;SLAI PHANTON CRASH;;6;
000971;PANZER DRAGOON SEGA AGES 2500;;5;
000972;DUAL HEARTS;;8;
000973;MOTO GP 08;;5;
000974;GUITAR HERO HACKED X;;6;
000975;V RALLY 3;;5;
000976;DARK ALLIANCE 2;;6;
000977;XENOSAGA EPISODE 1;;2;
000978;HORS ADVENTURES BARBIE;;3;
000979;GHOST IN THE SHELL;;9;
000980;GROWLANSER GENERATIONS;;4;
000981;SMACH COURT TENNIS PRO TOURNAMET 2 DVD;;2;
000982;DEMONT STONE;;1;
000983;MEGAMAN X COMMAND MISSION;;8;
000984;ROCK BAND TRAC PACK VOLUMEN 1;;6;
000985;MEGAMAN POWER BATLE COLLECION;;7;
000986;NITRO BIKE;;5;
000987;HEROES PACIFIC;;7;
000988;TOMB RAIDER UNDERWORLD;;9;
000989;PRO EVOLUTION SOCCER08/09 + PLUS;;0;
000990;AVATAR INTO THE INFERNO;;7;
000991;GUITAR HERO ANIME;;0;
000992;HIGH SCHOOL MUSICAL 3;;12;
000993;GUITAR HERO WORLD TOUR;;4;
000994;GUITAR HERO IRON MAIDEN;;2;
000995;BRATZ GIRLZ ROCK;;5;
000996;DRAGON BALL Z WORLS INFINTE;;0;
000997;NBA INSIDE 09;;0;
000998;SPIDERMAN SAHDOW;;2;
000999;WINNING ELEVENG 15 PORTUGUES 09;;5;
001000;ROCK BAND VOL 2;;5;
001001;HOSNTER HEROES;;10;
001002;SONIC UNLEASHED;;0;
001003;NBA 2K9;;2;
001004;SUPER PICK UPS ;;4;
001005;DISNEY SING IT;;9;
001006;BACKYARD WRESTLNG 2;;3;
001007;DORA EXPLORER JOURNEY PUERPLE PLANET;;4;
001008;HARD KNOCK HIGH;;10;
001009;SPECIAL FORCES;;9;
001010;HASBRO FAMILY GAME NIGHT;;6;
001011;GUITAR HERO ANUBIS;;4;
001012;HIGT SCHOOL MUSICAL SING HIT;;2;
001013;NBA LIVE 09;;8;
001014;GUITAR HERO STARS OF ROCK;;7;
001015;GUITAR HERO BALADAS POP;;12;
001016;GUITAR HERO CID;;8;
001017;TOTALLY SPIES;;4;
001018;BATMAN VENGEANCE;;6;
001019;DR DOLITTLE;;9;
001020;DORA SAVES THE MERMAIDS ;;6;
001021;HELLO KITTY;;5;
001022;TOUR DE FRANCE;;19;
001023;DANCE REVOLUTION DISNEY CHANNEL EDITION;;10;
001024;GUITAR HERO NIRVANA;;6;
001025;SEGA TENNIS;;8;
001026;SINGSTAR BOYBANDS GIRLS BANDS;;2;
001027;SHAUN WHITE SNOWBOARDING;;6;
001028;INUYASHA FEUDAL COMBAT ;;7;
001029;CRAZY FROG RACER;;5;
001030;SINGSTAR POP ;;0;
001031;FLAT OUT;;6;
001032;P4 PERSONA 4;;4;
001033;KINGDOM HEARTS 3 RE CHAIN OF MEMORIES DISNEY;;9;
001034;CRAZY TAXI (ORIGINAL ESPAÑOL);;5;
001035;BOMBASTIC;;7;
001036;FAMILY FEUD;;9;
001037;SHREK SUPER PARTY;;14;
001038;GTC AFRICA;;4;
001039;WWII BATTLE OVER EUROPE;;3;
001040;DANCE DANCE REVOLUTION SUPERNOVA 2;;7;
001041;THE TALE OF DESPEREAUX;;12;
001042;HANNAH MONTANA SPOTLIGHT WORLD TOUR;;3;
001043;SPEED RACER;;5;
001044;XGRA EXTREME G RACING ASSOCIATION;;3;
001045;BARBIE THE ISLAND PRINCESS;;3;
001046;SINGSTAR 80;;7;
001047;MONOPOLY;;9;
001048;LOS MUNDOS DE CORALINE;;7;
001049;ARMY MEN SOLDIERS;;0;
001050;GRAND THEFT AUTO SAN ANDREAS 3 SANTIAGO;;4;
001051;BEN 10 ALIEN FORCE;;3;
001052;MR. BEAN;;9;
001053;ROCK BAND AC DC TRACK PACK;;3;
001054;GARFIELD LASAGNA WORLD TOUR;;5;
001055;DORA SAVES THE SNOW PRINCESS;;15;
001056;MIB MEN IN BLACK (VOCES EN ESPAÑOL);;9;
001057;HOKUTO NO KEN;;3;
001058;THE WATER HORSE LEGEND MI MONSTRUO ES UNA MASCOTA;;6;
001059;HITS VOL 2 POPCAP ;;4;
001060;VIP PAMELA ANDERSON;;9;
001061;DINOSAURS SHAPES Y COLORS;;5;
001062;MY HORSE Y ME 2;;11;
001063;SHREKS CARNIVAL CRAZE;;9;
001064;GUITAR HERO GOD 2,0;;9;
001065;WINNING ELEVEN 2009 PARCHE;;0;
001066;BOMBERMAN 3;;8;
001067;GUITAR HERO SEX Y DROGAS ROCK;;5;
001068;SQUAD;;3;
001069;VIEWTIFUL JOE ;;2;
001070;TRIVIAL PURSUIT;;9;
001071;VIEWTIFUL JOE 2;;4;
001072;INDIGO PROPHECY;;5;
001073;SAMURAI JACK THE SHADOW OF AKU;;3;
001074;BOLT;;4;
001075;WORMS 3D;;8;
001076;SPACE RAIDERS;;8;
001077;WINNING ELEVEN 17;;0;
