000304;MAX PAYNE 2;PC-DVD;AVENTURA, SHOOTER;;6
000305;HULK ;PC-DVD;AVENTURA, INFANTILES;;7
000306;VIVA PIÑATA 2 DVDS;PC-DVD;AVENTURA, INFANTILES;;5
000307;RUNAWAY 2  2DVDS;PC-DVD;AVENTURA;;5
000308;LA BRUJULA DORADA 2 DVDS;PC-DVD;AVENTURA;;0
000309;ALVIN Y LAS ARDILLAS;PC-DVD;AVENTURA, INFANTILES;;5
000310;18 WHEELS OF STEEL AMERICAN LONG HAUL;PC-DVD;CONDUCCION;;5
000311;REPROBATES;PC-DVD;AVENTURA;;5
000312;32 ND AMERICA´CUP BARCOS;PC-DVD;AVENTURA;;7
000313;EMPIRE HEART 3 ESP.;PC-DVD;ESTRATEGIA;;10
000314;SPACE FORCE CAPTANS;PC-DVD;AVENTURA;;7
000315;FLYBOYS SCUADRON;PC-DVD;SIMULACION;;5
000316;IRON WARRIOR;PC-DVD;ESTRATEGIA;;7
000317;THE SIMS 8 EN 1;PC-DVD;SIMULACION;;4
000318;ZAX ;PC-DVD;AVENTURA;;7
000319;SIM CITY SOCIETIES Y SIM CITY SOCIETIES DELUXE EDITION;PC-DVD;SIMULACION;;3
000320;HALO 2 XP;PC-DVD;AVENTURA, SHOOTER;;5
000321;FREAK OUT;PC-DVD;AVENTURA;;5
000322;FANTASY WARS;PC-DVD;AVENTURA;;5
000323;POWER RANGERS SUPER LEGENDS;PC-DVD;AVENTURA, INFANTILES;;5
000324;SPELL BALL TOURNAMENT 2;PC-DVD;AVENTURA;;0
000325;UBER SOLDIER 2;PC-DVD;AVENTURA, SHOOTER;;6
000326;ALIEN SHOTER VENGANSE;PC-DVD;AVENTURA, SHOOTER;;6
000327;GUITAR HERO 2;PC-DVD;SIMULACION, ARCADE;;5
000328;ANNO 1701;PC-DVD;ESTRATEGIA;;3
000329;BEOWOLC 2DVDS;PC-DVD;AVENTURA;;0
000330;ALIEN SHOTER 2 MINI IMÁGENES 2;PC-DVD;AVENTURA, SHOOTER;;1
000331;ACT OF WAR 2DVDS;PC-DVD;ESTRATEGIA;;1
000332;MYSTV END OF AGES;PC-DVD;ESTRATEGIA;;3
000333;TONI HANSK AMERICAN WASTENLAND;PC-DVD;DEPORTES, CONDUCCION;;8
000334;AMENOPHIS;PC-DVD;AVENTURA;;3
000335;DAY WATCH;PC-DVD;AVENTURA;;16
000336;THE MOMENT OF SILENCE;PC-DVD;AVENTURA;;3
000337;SECRET FILES TUNGUSKA;PC-DVD;AVENTURA, ARCADE;;4
000338;YUGIO COLLECTION 3EN 1;PC-DVD;ARCADE, INFANTILES;;16
000339;LINEAGE PARA INTERNET;PC-DVD;ESTRATEGIA;;2
000340;THEATRE OF WAR;PC-DVD;ESTRATEGIA;;3
000341;HOT WHEELS BEAT TA;PC-DVD;INFANTILES, CONDUCCION;;5
000342;SIN EMERGENCY;PC-DVD;AVENTURA;;3
000343;DINASTY WARRIOR 4;PC-DVD;AVENTURA, ARCADE;;4
000344;BATTLE OF THE BULGE 1944;PC-DVD;AVENTURA;;4
000345;RAINBOW SIX LOCKDOWN;PC-DVD;AVENTURA, SHOOTER;;5
000346;VICE CITY ARMAGGEDOM;PC-DVD;AVENTURA;;2
000347;SWASHBUCKLERS;PC-DVD;AVENTURA;;6
000348;NEED FOR SPEED COLLECTION (NEED FOR SPEED, NEED FOR SPEED 2, NEED FOR SPEED 3 HOT PURSUIT, NEED FOR SPEED 4 ROAD CHALLENGE, NEED FOR SPEED 5 PORCHE, NEED FOR SPEED 6 HOT PURSUIT 2);PC-DVD;CONDUCCION;;3
000349;RED OCEAN;PC-DVD;AVENTURA;;4
